marital,default,housing-loan,personal-loan,current-campaign,previous-campaign,age,job,subscribed,education,balance
married,no,no,no,5,0,54,entrepreneur,no,unknown,1956
divorced,no,yes,no,4,0,37,blue-collar,yes,secondary,0
married,no,yes,no,2,0,34,management,no,secondary,-294
married,no,no,no,6,0,43,technician,no,secondary,275
married,no,yes,no,2,1,44,management,no,tertiary,724
married,no,no,no,1,0,44,services,no,secondary,27
divorced,no,yes,no,1,1,53,admin.,no,secondary,26
married,no,no,no,1,0,36,technician,no,secondary,191
divorced,no,no,no,2,0,58,technician,no,secondary,-123
single,no,no,no,2,0,26,student,no,secondary,-147
single,no,no,no,3,0,34,technician,no,secondary,179
married,no,yes,no,1,2,55,blue-collar,no,primary,1086
married,no,yes,no,2,0,55,blue-collar,no,secondary,471
married,no,yes,no,2,0,34,entrepreneur,no,tertiary,105
divorced,no,yes,yes,8,0,41,entrepreneur,no,secondary,1588
divorced,no,no,no,3,1,38,housemaid,yes,secondary,70
single,no,no,no,4,0,28,blue-collar,no,secondary,2700
married,no,yes,no,1,0,41,technician,no,secondary,1602
married,no,yes,no,2,0,30,admin.,no,tertiary,0
married,no,no,no,2,0,39,technician,no,unknown,839
married,no,yes,no,1,0,41,admin.,no,secondary,21515
married,no,yes,no,4,0,36,technician,no,secondary,5902
married,no,yes,yes,1,0,37,management,no,tertiary,547
married,no,no,yes,1,0,59,self-employed,no,tertiary,3800
single,no,yes,no,2,0,26,technician,no,secondary,261
married,no,yes,yes,8,5,43,technician,no,secondary,0
married,yes,no,no,1,0,42,management,no,secondary,-34
married,no,yes,no,3,0,46,blue-collar,yes,unknown,9328
married,no,yes,yes,7,0,31,admin.,no,secondary,5
married,no,no,no,2,0,43,unemployed,no,secondary,3529
single,no,yes,no,1,0,48,blue-collar,no,tertiary,2330
married,no,yes,no,5,0,41,blue-collar,no,secondary,1334
married,no,no,no,15,0,32,self-employed,no,tertiary,3601
married,no,no,no,3,0,45,technician,no,tertiary,265
single,no,no,no,2,0,52,admin.,yes,unknown,2227
married,no,no,yes,15,0,37,self-employed,no,secondary,487
divorced,no,yes,no,1,1,38,blue-collar,no,secondary,0
single,no,yes,no,2,0,36,services,no,secondary,174
married,no,no,no,1,0,58,retired,no,secondary,14412
married,no,no,no,2,0,37,management,no,tertiary,3288
single,no,no,no,2,0,30,technician,no,secondary,57
married,no,yes,no,1,0,47,technician,no,secondary,2246
married,no,yes,no,2,2,40,technician,no,secondary,4441
divorced,no,no,no,2,0,42,management,no,tertiary,0
married,no,no,no,1,2,71,unknown,no,tertiary,353
married,no,yes,yes,1,0,54,blue-collar,no,secondary,448
married,no,yes,no,3,0,53,entrepreneur,yes,primary,27
divorced,no,no,no,2,0,33,blue-collar,no,secondary,474
single,no,yes,no,1,1,30,technician,no,tertiary,1185
divorced,no,yes,no,1,0,39,services,no,secondary,282
married,no,yes,no,9,1,32,blue-collar,no,secondary,2
single,no,no,no,2,0,34,technician,no,secondary,60
single,no,no,no,3,0,39,self-employed,no,tertiary,3972
married,no,no,no,2,0,75,retired,no,secondary,26452
divorced,no,yes,yes,3,0,33,admin.,no,secondary,818
married,no,yes,no,8,1,40,services,no,secondary,9374
married,no,no,no,3,0,37,technician,no,unknown,47
married,no,no,no,1,0,69,retired,no,primary,279
married,no,yes,no,1,0,52,unemployed,no,primary,20
divorced,no,no,no,1,2,31,admin.,no,secondary,360
single,no,no,no,1,5,28,technician,no,secondary,1532
single,no,no,no,2,3,29,management,no,tertiary,1673
married,no,no,no,2,0,46,services,no,secondary,2420
married,no,yes,yes,2,0,28,blue-collar,no,secondary,100
married,no,no,no,1,0,41,admin.,no,secondary,0
divorced,no,no,yes,1,0,42,technician,no,secondary,1533
single,no,no,no,4,0,34,admin.,no,secondary,296
married,no,yes,no,2,0,28,blue-collar,yes,secondary,2788
single,no,yes,no,3,0,43,management,no,secondary,109
married,no,no,no,14,0,32,technician,no,secondary,485
single,no,no,no,2,0,33,technician,no,tertiary,125
married,no,no,no,2,1,70,retired,no,secondary,616
married,no,yes,no,3,4,36,services,no,secondary,3064
married,no,no,no,6,0,53,technician,no,secondary,206
single,no,no,no,1,0,30,blue-collar,no,secondary,6900
divorced,no,no,no,2,0,45,services,no,secondary,-179
single,no,yes,no,2,2,31,services,no,secondary,481
married,no,yes,no,3,3,28,admin.,no,secondary,12
married,no,no,no,5,0,45,blue-collar,no,primary,0
married,no,yes,yes,1,2,51,management,no,tertiary,176
married,no,no,no,3,0,53,management,no,primary,4086
married,no,yes,no,4,0,40,technician,no,secondary,257
married,no,yes,no,1,1,53,blue-collar,no,primary,53
divorced,no,yes,no,1,0,31,blue-collar,no,secondary,6
married,no,no,no,4,0,30,management,no,tertiary,562
married,no,yes,no,3,0,53,entrepreneur,no,secondary,-118
married,no,yes,no,6,23,40,blue-collar,no,primary,2805
single,no,yes,no,11,0,26,management,no,secondary,565
married,no,yes,no,1,0,47,blue-collar,no,secondary,0
married,no,no,no,1,5,51,management,no,tertiary,1612
married,no,yes,yes,2,0,45,unemployed,no,primary,180
married,no,yes,no,3,0,35,management,no,tertiary,0
single,no,yes,no,2,0,36,management,no,tertiary,876
married,no,no,no,7,0,57,admin.,no,secondary,2137
married,no,yes,no,2,0,42,blue-collar,no,primary,260
married,yes,yes,no,1,1,32,blue-collar,yes,secondary,-53
married,no,no,no,2,0,30,management,yes,tertiary,944
married,no,no,no,2,0,36,technician,no,secondary,2394
married,no,yes,no,3,0,43,technician,no,secondary,297
single,no,no,no,1,4,69,retired,yes,tertiary,2144
single,no,no,no,1,0,31,technician,no,tertiary,969
married,no,no,no,2,0,35,technician,no,secondary,0
married,no,yes,yes,1,2,26,entrepreneur,no,tertiary,37
married,no,no,yes,5,0,46,technician,no,secondary,410
married,no,yes,no,1,0,30,technician,no,secondary,1211
single,no,no,no,6,0,33,management,no,tertiary,71
married,no,yes,no,1,1,34,management,no,tertiary,436
married,no,yes,no,2,0,48,blue-collar,no,primary,559
married,no,no,no,4,0,31,management,no,tertiary,1170
divorced,no,no,no,2,0,46,management,no,tertiary,25
married,no,no,no,2,0,40,services,no,secondary,1325
married,no,no,no,7,0,39,entrepreneur,no,secondary,0
single,no,yes,yes,1,1,33,technician,no,secondary,647
married,no,yes,no,2,1,50,blue-collar,no,primary,2142
divorced,no,no,no,3,0,84,retired,yes,primary,639
married,no,yes,yes,4,0,40,blue-collar,no,primary,177
married,no,no,no,1,0,55,management,no,tertiary,236
divorced,no,yes,no,1,0,40,services,no,secondary,1959
married,no,no,no,2,0,46,admin.,no,primary,96
single,no,no,no,1,0,43,self-employed,no,tertiary,0
married,no,yes,no,6,0,34,blue-collar,no,secondary,250
single,no,no,no,2,0,35,technician,no,secondary,126
married,no,yes,no,1,0,57,retired,no,unknown,1621
single,no,no,no,2,0,25,student,yes,secondary,8
married,no,yes,no,2,0,32,self-employed,no,tertiary,189
single,no,no,no,3,0,52,retired,no,secondary,316
single,yes,yes,no,3,0,31,self-employed,no,tertiary,-282
married,no,yes,no,2,0,34,management,no,tertiary,-308
divorced,no,no,no,4,0,42,technician,no,secondary,248
divorced,no,yes,no,2,0,47,blue-collar,yes,primary,126
divorced,no,yes,no,1,0,50,self-employed,yes,tertiary,13
married,no,yes,yes,1,0,30,technician,yes,secondary,-393
single,no,yes,no,1,3,33,services,no,secondary,358
single,no,no,no,1,0,56,technician,no,tertiary,917
divorced,no,yes,no,3,0,34,admin.,no,secondary,1268
married,no,yes,yes,2,0,33,technician,no,secondary,-163
single,no,yes,no,2,1,32,management,no,tertiary,473
married,no,yes,no,1,0,34,management,no,tertiary,4831
married,no,yes,no,2,0,37,technician,no,secondary,1063
married,no,yes,no,3,0,30,management,no,secondary,0
married,no,yes,yes,2,0,29,blue-collar,no,secondary,424
divorced,no,no,no,2,0,56,unemployed,no,primary,802
married,no,yes,no,16,0,31,management,no,tertiary,430
married,no,no,no,2,0,59,unknown,no,unknown,3940
married,no,no,no,1,0,36,housemaid,no,secondary,2880
divorced,no,yes,no,2,0,51,blue-collar,no,secondary,1069
divorced,no,yes,no,4,0,54,self-employed,no,primary,4382
married,no,no,no,4,2,37,management,no,tertiary,0
married,no,no,no,2,0,32,technician,no,tertiary,3939
married,no,no,no,1,0,42,self-employed,no,tertiary,753
married,no,no,no,5,0,29,blue-collar,no,secondary,358
married,no,yes,no,5,0,52,blue-collar,no,primary,1141
married,no,no,no,5,0,40,technician,no,secondary,1259
married,no,no,yes,1,0,30,services,no,secondary,227
divorced,no,yes,no,2,0,55,entrepreneur,yes,secondary,538
married,no,yes,no,2,0,49,management,no,tertiary,92
married,no,no,no,1,4,33,technician,no,tertiary,8023
single,no,no,yes,1,0,32,services,no,secondary,2478
single,no,no,no,3,7,21,student,no,secondary,6844
married,no,yes,no,5,0,42,technician,no,secondary,440
married,no,no,yes,1,0,56,self-employed,no,secondary,800
single,no,no,no,1,0,39,unknown,no,secondary,914
single,no,no,no,6,0,30,entrepreneur,no,secondary,638
married,no,no,no,1,0,55,retired,no,secondary,159
married,no,yes,no,3,0,43,blue-collar,no,primary,483
married,no,no,no,1,14,53,unemployed,yes,secondary,94
married,no,no,no,1,2,57,retired,yes,secondary,1044
single,no,no,no,11,0,39,self-employed,no,unknown,0
divorced,no,yes,no,1,0,56,technician,no,tertiary,401
single,no,no,no,1,0,29,services,no,unknown,33
married,no,yes,yes,1,0,38,blue-collar,no,primary,506
married,no,no,no,2,0,59,management,no,tertiary,1881
single,no,yes,no,7,0,42,technician,no,unknown,344
married,no,yes,no,9,0,46,blue-collar,no,primary,0
married,no,yes,no,12,0,31,admin.,no,secondary,3
divorced,no,yes,no,1,1,35,services,no,secondary,221
married,no,no,no,10,0,50,self-employed,no,secondary,36
married,no,yes,no,1,0,42,blue-collar,no,primary,969
single,no,no,no,13,0,36,services,no,secondary,760
single,no,no,no,1,0,25,admin.,no,tertiary,220
single,no,no,no,3,0,42,management,no,tertiary,10907
single,no,yes,no,3,1,27,student,no,tertiary,-148
married,no,yes,no,4,0,32,blue-collar,yes,primary,415
married,no,yes,no,2,0,57,management,no,tertiary,1341
married,no,yes,no,2,0,48,blue-collar,no,secondary,865
divorced,no,yes,no,2,0,34,blue-collar,no,secondary,-566
married,no,yes,yes,1,0,33,services,no,secondary,210
single,no,yes,no,9,0,26,technician,no,secondary,1275
married,no,no,no,4,0,50,blue-collar,no,secondary,579
single,no,no,no,2,0,60,technician,no,tertiary,2934
married,no,yes,no,2,0,47,management,no,tertiary,6637
married,no,no,no,1,0,31,management,no,tertiary,271
married,no,no,no,3,4,52,technician,no,tertiary,0
married,no,yes,no,1,0,36,services,no,secondary,472
married,no,yes,no,2,0,43,blue-collar,no,primary,487
single,no,yes,no,4,0,30,technician,no,tertiary,699
married,no,no,no,1,0,32,blue-collar,no,secondary,150
single,no,yes,no,3,4,31,management,no,tertiary,1130
single,no,yes,no,19,0,29,management,no,secondary,584
divorced,no,no,yes,1,0,48,services,no,secondary,3186
single,no,no,no,1,0,32,services,yes,secondary,133
single,no,no,no,2,0,30,housemaid,no,tertiary,868
married,no,yes,no,1,2,48,blue-collar,yes,secondary,480
married,no,yes,no,1,0,51,blue-collar,no,unknown,1883
married,no,no,no,1,0,34,management,yes,tertiary,606
married,no,yes,no,2,0,35,blue-collar,no,secondary,603
single,no,no,no,6,0,49,management,no,primary,548
married,no,yes,yes,1,1,36,unemployed,no,secondary,-872
divorced,no,yes,no,2,1,37,blue-collar,no,secondary,33
married,no,yes,no,2,0,37,management,no,tertiary,1689
married,no,no,no,2,0,49,blue-collar,no,primary,902
divorced,no,yes,yes,1,0,44,services,no,secondary,0
married,no,no,no,1,6,40,student,no,secondary,260
married,no,yes,no,1,4,57,technician,no,secondary,589
married,no,yes,no,2,0,39,technician,no,secondary,626
married,no,no,yes,6,0,38,services,no,secondary,0
divorced,no,yes,no,2,0,51,blue-collar,no,secondary,78
single,no,no,no,2,0,27,blue-collar,yes,secondary,3792
single,no,no,no,20,0,38,blue-collar,no,tertiary,14058
single,no,yes,yes,2,6,30,technician,yes,secondary,-522
single,no,no,no,2,0,36,student,no,unknown,386
married,no,no,no,1,1,37,unemployed,yes,secondary,1978
married,no,no,no,6,1,53,admin.,no,secondary,459
married,no,yes,no,1,0,38,unemployed,yes,tertiary,2812
married,no,no,yes,1,0,48,management,no,tertiary,5057
married,no,yes,no,1,0,26,housemaid,no,secondary,-759
single,no,yes,no,2,0,33,blue-collar,yes,secondary,-416
married,no,yes,no,1,0,47,technician,no,unknown,2106
divorced,no,yes,no,4,0,45,management,no,tertiary,220
divorced,no,yes,no,2,0,32,blue-collar,no,secondary,0
married,no,no,no,1,1,69,retired,yes,unknown,426
married,no,no,no,1,0,65,unknown,yes,unknown,4717
married,no,yes,no,2,0,37,blue-collar,no,secondary,395
divorced,no,yes,no,2,0,45,blue-collar,no,primary,0
married,no,yes,no,2,0,36,blue-collar,no,secondary,-206
divorced,no,yes,no,1,4,62,self-employed,yes,tertiary,6
married,no,no,yes,2,0,37,management,no,tertiary,4039
divorced,no,yes,no,1,0,39,services,yes,secondary,687
single,no,yes,no,3,6,38,technician,yes,secondary,-242
married,no,yes,no,2,0,31,management,no,tertiary,582
divorced,no,yes,no,10,0,58,blue-collar,no,primary,8218
single,no,yes,no,2,0,44,management,no,tertiary,1424
married,no,yes,no,1,0,31,blue-collar,yes,secondary,92
single,no,no,no,2,0,33,technician,yes,secondary,2085
single,no,no,no,1,0,36,technician,yes,tertiary,197
single,no,no,no,1,0,31,technician,no,secondary,2305
married,no,yes,no,2,0,45,admin.,no,secondary,-547
single,no,no,no,1,0,30,technician,no,tertiary,411
married,no,yes,no,2,0,34,blue-collar,no,secondary,584
married,no,yes,yes,1,0,34,management,no,tertiary,997
divorced,no,yes,no,6,0,39,admin.,no,secondary,83
married,no,no,no,8,0,41,management,no,tertiary,6563
single,no,yes,no,13,0,32,services,no,secondary,0
single,no,no,no,6,0,32,management,no,tertiary,0
married,no,yes,no,1,0,36,blue-collar,no,primary,398
married,no,yes,no,2,0,35,admin.,no,tertiary,1145
single,no,yes,no,2,0,32,management,yes,tertiary,2
single,no,yes,no,1,1,33,management,no,tertiary,201
married,no,no,no,1,0,49,entrepreneur,no,primary,563
married,no,no,no,2,0,35,management,no,tertiary,3161
married,no,no,yes,6,0,31,technician,no,secondary,0
married,no,no,no,2,0,42,management,no,secondary,1331
married,no,no,no,2,0,34,housemaid,yes,primary,2929
married,yes,yes,yes,2,0,32,services,no,secondary,-220
single,no,yes,no,1,0,29,management,no,tertiary,5980
single,no,yes,no,3,0,32,services,no,secondary,48
single,no,no,no,8,0,50,housemaid,no,unknown,0
married,no,no,yes,2,2,58,retired,no,secondary,3382
married,no,no,no,1,1,59,technician,yes,secondary,2308
married,no,yes,no,4,0,25,student,yes,tertiary,10
married,no,yes,no,1,0,57,services,no,secondary,162
single,no,yes,no,4,0,30,blue-collar,no,secondary,1073
single,no,yes,no,5,0,26,services,no,secondary,1700
single,no,yes,no,2,0,50,services,no,primary,148
married,no,yes,no,1,0,39,services,no,secondary,0
married,no,yes,no,3,0,45,blue-collar,no,primary,185
divorced,no,no,yes,2,0,37,management,no,tertiary,896
divorced,no,yes,no,2,0,47,blue-collar,no,primary,1279
married,no,yes,yes,2,1,50,technician,no,tertiary,199
married,no,no,no,5,0,40,management,no,secondary,99
married,no,yes,no,3,0,35,blue-collar,no,primary,378
married,no,no,no,2,0,53,management,yes,tertiary,15
married,no,yes,yes,1,7,35,admin.,no,secondary,147
married,no,no,yes,2,0,54,technician,no,secondary,2225
single,no,yes,no,2,0,35,admin.,no,secondary,1810
married,yes,no,yes,2,0,31,housemaid,no,unknown,-6
divorced,no,yes,no,3,0,46,technician,no,secondary,435
married,no,no,no,1,1,52,management,yes,secondary,335
divorced,no,no,no,1,0,34,admin.,yes,secondary,-251
divorced,no,yes,yes,2,0,46,services,no,secondary,5
married,no,yes,no,1,2,54,self-employed,no,secondary,641
married,no,yes,no,1,0,37,admin.,no,tertiary,0
married,no,no,no,1,0,39,admin.,no,tertiary,722
married,no,yes,yes,14,0,50,technician,no,tertiary,3337
divorced,no,no,no,5,0,44,technician,no,secondary,0
married,no,yes,no,2,0,56,admin.,no,secondary,1504
married,no,no,no,4,3,40,services,no,tertiary,35
married,no,yes,yes,1,0,36,services,no,secondary,895
married,no,yes,no,4,0,33,management,no,tertiary,752
single,no,yes,no,2,0,33,blue-collar,no,secondary,1925
married,no,yes,no,1,0,42,services,no,secondary,-246
single,no,yes,yes,1,0,30,self-employed,no,tertiary,901
single,no,no,no,2,0,33,admin.,no,secondary,894
single,no,yes,yes,1,0,26,blue-collar,no,secondary,592
single,no,no,yes,2,0,26,admin.,no,secondary,3529
married,no,yes,yes,2,0,37,services,no,secondary,0
married,no,no,no,2,0,59,retired,yes,primary,0
married,no,yes,no,44,0,49,blue-collar,no,primary,371
single,no,yes,no,1,0,33,blue-collar,no,primary,1
single,no,yes,no,2,0,46,technician,no,secondary,834
married,no,yes,no,3,0,55,entrepreneur,no,primary,298
married,no,yes,no,7,0,49,services,no,tertiary,306
married,no,yes,no,1,0,51,technician,no,secondary,143
married,no,yes,no,2,0,27,admin.,no,secondary,186
married,no,no,no,3,0,44,technician,no,secondary,5597
single,no,yes,no,2,1,40,services,no,secondary,1547
married,no,no,no,1,0,36,management,no,tertiary,1852
single,no,yes,no,5,0,46,admin.,no,secondary,1790
single,no,yes,no,6,1,30,services,no,secondary,20
married,no,yes,no,6,0,35,admin.,no,secondary,8652
single,no,no,no,2,3,31,technician,no,secondary,1626
married,no,no,no,1,0,37,admin.,no,secondary,749
married,no,yes,no,1,0,49,blue-collar,no,unknown,51
single,yes,no,no,2,0,27,services,no,secondary,-1
married,no,yes,no,1,0,32,blue-collar,no,secondary,-32
divorced,no,no,no,3,1,70,retired,no,secondary,6850
single,no,no,yes,1,0,22,technician,no,secondary,333
married,no,no,yes,13,0,58,blue-collar,no,secondary,-27
married,no,yes,no,1,0,33,blue-collar,no,secondary,932
divorced,no,no,no,1,3,83,retired,no,primary,0
divorced,no,yes,yes,1,3,50,management,no,tertiary,100
married,no,yes,no,1,0,53,blue-collar,no,secondary,-626
single,no,no,no,2,0,37,management,no,tertiary,9
divorced,no,no,no,1,0,55,services,no,primary,653
married,no,yes,no,1,0,49,admin.,yes,secondary,3608
married,no,yes,yes,1,0,41,blue-collar,no,primary,293
single,no,yes,no,3,0,40,management,no,tertiary,36
married,no,yes,no,2,0,48,management,no,tertiary,263
single,no,no,no,2,1,27,student,no,secondary,8366
single,no,yes,no,1,0,30,management,no,tertiary,2186
single,no,yes,no,1,0,37,entrepreneur,no,secondary,20453
single,no,no,yes,4,0,37,services,no,secondary,105
married,no,yes,no,2,0,40,blue-collar,no,secondary,440
married,no,no,no,1,1,73,retired,yes,unknown,519
married,no,yes,yes,1,0,50,management,no,tertiary,19447
married,no,no,no,7,0,53,blue-collar,no,primary,225
married,no,yes,no,1,1,47,blue-collar,no,secondary,2548
divorced,no,no,no,8,0,33,technician,no,secondary,0
married,no,yes,no,17,0,50,blue-collar,yes,unknown,2284
married,no,yes,no,1,1,51,blue-collar,no,primary,40
divorced,no,no,no,1,0,42,housemaid,no,tertiary,364
single,no,no,no,4,0,34,technician,no,secondary,174
married,no,yes,no,1,0,44,technician,no,secondary,10888
married,no,yes,yes,2,2,32,admin.,no,secondary,0
married,no,no,no,2,0,60,retired,no,tertiary,225
divorced,no,no,no,6,0,60,retired,no,tertiary,2131
single,no,no,yes,1,0,29,blue-collar,yes,secondary,-20
single,no,no,no,2,0,39,management,no,secondary,36
married,no,no,no,2,0,47,blue-collar,no,primary,2642
married,no,yes,no,1,0,30,admin.,no,tertiary,400
single,no,no,no,1,0,31,technician,no,tertiary,1214
